Invoice_ID,Invoice_Month,Invoice_Date,Due_Date,Vendor,Invoice_Amount,Status,Payment_Date,Year,Quarter,Days_to_Pay,Outstanding_Amount,Paid_Amount
INV-10205,2027-04,2027-04-05,2027-06-04,Abrippo,94302.55,Paid,2027-06-26,2027,2027Q2,82.0,0.0,94302.55
INV-10206,2027-04,2027-04-07,2027-05-22,Bopendous,31466.48,Paid,2027-05-25,2027,2027Q2,48.0,0.0,31466.48
INV-10207,2027-04,2027-04-06,2027-05-06,Chabnar,120959.87,Paid,2027-06-19,2027,2027Q2,74.0,0.0,120959.87
INV-10208,2027-04,2027-04-08,2027-05-23,Daptis,50929.24,Paid,2027-05-30,2027,2027Q2,52.0,0.0,50929.24
INV-10209,2027-05,2027-05-08,2027-06-22,Abrippo,59189.04,Paid,2027-06-27,2027,2027Q2,50.0,0.0,59189.04
INV-10210,2027-05,2027-05-02,2027-06-01,Bopendous,64344.67,Paid,2027-05-28,2027,2027Q2,26.0,0.0,64344.67
INV-10211,2027-05,2027-05-06,2027-06-20,Chabnar,138085.25,Paid,2027-07-29,2027,2027Q2,84.0,0.0,138085.25
INV-10212,2027-05,2027-05-04,2027-06-03,Daptis,38121.04,Paid,2027-06-04,2027,2027Q2,31.0,0.0,38121.04
INV-10213,2027-06,2027-06-02,2027-07-02,Abrippo,115884.75,Paid,2027-08-14,2027,2027Q2,73.0,0.0,115884.75
INV-10214,2027-06,2027-06-03,2027-07-03,Bopendous,54029.22,Paid,2027-08-03,2027,2027Q2,61.0,0.0,54029.22
INV-10215,2027-06,2027-06-05,2027-07-05,Chabnar,164021.43,Paid,2027-07-16,2027,2027Q2,41.0,0.0,164021.43
INV-10216,2027-06,2027-06-04,2027-08-03,Daptis,50047.93,Paid,2027-09-10,2027,2027Q2,98.0,0.0,50047.93
INV-10217,2027-07,2027-07-06,2027-08-20,Abrippo,61571.96,Paid,2027-09-13,2027,2027Q3,69.0,0.0,61571.96
INV-10218,2027-07,2027-07-03,2027-09-01,Bopendous,63068.16,Paid,2027-08-24,2027,2027Q3,52.0,0.0,63068.16
INV-10219,2027-07,2027-07-05,2027-08-04,Chabnar,116670.92,Paid,2027-09-07,2027,2027Q3,64.0,0.0,116670.92
INV-10220,2027-07,2027-07-05,2027-09-03,Daptis,56574.84,Paid,2027-09-11,2027,2027Q3,68.0,0.0,56574.84
INV-10221,2027-08,2027-08-02,2027-09-01,Abrippo,118163.44,Outstanding,,2027,2027Q3,,118163.44,0.0
INV-10222,2027-08,2027-08-08,2027-09-07,Bopendous,72792.93,Paid,2027-09-19,2027,2027Q3,42.0,0.0,72792.93
INV-10223,2027-08,2027-08-03,2027-09-17,Chabnar,137996.94,Paid,2027-09-17,2027,2027Q3,45.0,0.0,137996.94
INV-10224,2027-08,2027-08-08,2027-09-22,Daptis,35171.51,Outstanding,,2027,2027Q3,,35171.51,0.0
INV-10225,2027-09,2027-09-08,2027-10-08,Abrippo,68662.78,Paid,2027-10-25,2027,2027Q3,47.0,0.0,68662.78
INV-10226,2027-09,2027-09-07,2027-10-22,Bopendous,71698.35,Paid,2027-10-14,2027,2027Q3,37.0,0.0,71698.35
INV-10227,2027-09,2027-09-08,2027-11-07,Chabnar,96937.26,Paid,2027-11-07,2027,2027Q3,60.0,0.0,96937.26
INV-10228,2027-09,2027-09-05,2027-10-20,Daptis,54560.58,Paid,2027-11-03,2027,2027Q3,59.0,0.0,54560.58
INV-10229,2027-10,2027-10-08,2027-11-07,Abrippo,94535.63,Paid,2027-11-11,2027,2027Q4,34.0,0.0,94535.63
INV-10230,2027-10,2027-10-03,2027-12-02,Bopendous,62005.11,Paid,2028-01-06,2027,2027Q4,95.0,0.0,62005.11
INV-10231,2027-10,2027-10-06,2027-11-05,Chabnar,105876.79,Paid,2027-11-30,2027,2027Q4,55.0,0.0,105876.79
INV-10232,2027-10,2027-10-03,2027-11-02,Daptis,44621.2,Paid,2027-12-14,2027,2027Q4,72.0,0.0,44621.2
INV-10233,2027-11,2027-11-01,2027-12-01,Abrippo,80224.39,Paid,2027-12-30,2027,2027Q4,59.0,0.0,80224.39
INV-10234,2027-11,2027-11-08,2027-12-23,Bopendous,68234.12,Paid,2028-02-03,2027,2027Q4,87.0,0.0,68234.12
INV-10235,2027-11,2027-11-04,2027-12-19,Chabnar,90934.43,Outstanding,,2027,2027Q4,,90934.43,0.0
INV-10236,2027-11,2027-11-04,2027-12-04,Daptis,70001.73,Paid,2027-12-09,2027,2027Q4,35.0,0.0,70001.73
INV-10237,2027-12,2027-12-02,2028-01-01,Abrippo,72244.68,Paid,2028-01-22,2027,2027Q4,51.0,0.0,72244.68
INV-10238,2027-12,2027-12-07,2028-01-21,Bopendous,63270.7,Paid,2028-02-05,2027,2027Q4,60.0,0.0,63270.7
INV-10239,2027-12,2027-12-06,2028-01-05,Chabnar,114503.32,Paid,2028-01-07,2027,2027Q4,32.0,0.0,114503.32
INV-10240,2027-12,2027-12-06,2028-02-04,Daptis,37487.88,Paid,2028-03-13,2027,2027Q4,98.0,0.0,37487.88
INV-10241,2028-01,2028-01-05,2028-03-05,Abrippo,77304.32,Paid,2028-04-19,2028,2028Q1,105.0,0.0,77304.32
INV-10242,2028-01,2028-01-04,2028-02-18,Bopendous,71422.17,Paid,2028-03-20,2028,2028Q1,76.0,0.0,71422.17
INV-10243,2028-01,2028-01-02,2028-02-16,Chabnar,53568.66,Paid,2028-03-30,2028,2028Q1,88.0,0.0,53568.66
INV-10244,2028-01,2028-01-05,2028-03-05,Daptis,32305.48,Outstanding,,2028,2028Q1,,32305.48,0.0
INV-10245,2028-02,2028-02-02,2028-04-02,Abrippo,55259.95,Paid,2028-04-12,2028,2028Q1,70.0,0.0,55259.95
INV-10246,2028-02,2028-02-05,2028-04-05,Bopendous,8546.42,Paid,2028-04-26,2028,2028Q1,81.0,0.0,8546.42
INV-10247,2028-02,2028-02-08,2028-03-24,Chabnar,76508.03,Paid,2028-03-27,2028,2028Q1,48.0,0.0,76508.03
INV-10248,2028-02,2028-02-06,2028-03-07,Daptis,25044.5,Outstanding,,2028,2028Q1,,25044.5,0.0
INV-10249,2028-03,2028-03-06,2028-04-05,Abrippo,61089.11,Paid,2028-04-19,2028,2028Q1,44.0,0.0,61089.11
INV-10250,2028-03,2028-03-06,2028-04-05,Bopendous,30661.65,Paid,2028-04-14,2028,2028Q1,39.0,0.0,30661.65
INV-10251,2028-03,2028-03-03,2028-04-17,Chabnar,69442.75,Paid,2028-04-28,2028,2028Q1,56.0,0.0,69442.75
INV-10252,2028-03,2028-03-02,2028-04-01,Daptis,33863.29,Paid,2028-03-29,2028,2028Q1,27.0,0.0,33863.29
INV-10253,2028-04,2028-04-01,2028-05-31,Abrippo,61327.67,Paid,2028-06-02,2028,2028Q2,62.0,0.0,61327.67
INV-10254,2028-04,2028-04-01,2028-05-01,Bopendous,50354.72,Paid,2028-05-21,2028,2028Q2,50.0,0.0,50354.72
INV-10255,2028-04,2028-04-06,2028-05-06,Chabnar,48816.41,Paid,2028-06-08,2028,2028Q2,63.0,0.0,48816.41
INV-10256,2028-04,2028-04-03,2028-06-02,Daptis,29216.82,Paid,2028-06-08,2028,2028Q2,66.0,0.0,29216.82
INV-10257,2028-05,2028-05-06,2028-07-05,Abrippo,32623.05,Paid,2028-07-16,2028,2028Q2,71.0,0.0,32623.05
INV-10258,2028-05,2028-05-06,2028-06-20,Bopendous,38165.7,Paid,2028-07-10,2028,2028Q2,65.0,0.0,38165.7
INV-10259,2028-05,2028-05-08,2028-06-22,Chabnar,39769.78,Outstanding,,2028,2028Q2,,39769.78,0.0
INV-10260,2028-05,2028-05-07,2028-07-06,Daptis,21336.48,Paid,2028-08-02,2028,2028Q2,87.0,0.0,21336.48
INV-10261,2028-06,2028-06-06,2028-08-05,Abrippo,40274.3,Paid,2028-09-07,2028,2028Q2,93.0,0.0,40274.3
INV-10262,2028-06,2028-06-08,2028-07-23,Bopendous,26429.27,Paid,2028-07-30,2028,2028Q2,52.0,0.0,26429.27
INV-10263,2028-06,2028-06-03,2028-07-03,Chabnar,36539.0,Outstanding,,2028,2028Q2,,36539.0,0.0
INV-10264,2028-06,2028-06-06,2028-08-05,Daptis,17852.51,Paid,2028-08-31,2028,2028Q2,86.0,0.0,17852.51
INV-10265,2028-07,2028-07-08,2028-08-07,Abrippo,25996.58,Outstanding,,2028,2028Q3,,25996.58,0.0
INV-10266,2028-07,2028-07-03,2028-09-01,Bopendous,20442.04,Paid,2028-08-27,2028,2028Q3,55.0,0.0,20442.04
INV-10267,2028-07,2028-07-02,2028-08-01,Chabnar,30743.79,Paid,2028-08-27,2028,2028Q3,56.0,0.0,30743.79
INV-10268,2028-07,2028-07-03,2028-08-02,Daptis,19810.76,Outstanding,,2028,2028Q3,,19810.76,0.0
INV-10269,2028-08,2028-08-08,2028-10-07,Abrippo,25508.56,Paid,2028-10-06,2028,2028Q3,59.0,0.0,25508.56
INV-10270,2028-08,2028-08-06,2028-09-20,Bopendous,18567.03,Paid,2028-09-24,2028,2028Q3,49.0,0.0,18567.03
INV-10271,2028-08,2028-08-04,2028-09-18,Chabnar,32891.98,Paid,2028-10-30,2028,2028Q3,87.0,0.0,32891.98
INV-10272,2028-08,2028-08-03,2028-10-02,Daptis,16653.71,Paid,2028-10-22,2028,2028Q3,80.0,0.0,16653.71
INV-10273,2028-09,2028-09-03,2028-10-18,Abrippo,13852.04,Paid,2028-11-16,2028,2028Q3,74.0,0.0,13852.04
INV-10274,2028-09,2028-09-07,2028-10-07,Bopendous,16101.02,Paid,2028-11-12,2028,2028Q3,66.0,0.0,16101.02
INV-10275,2028-09,2028-09-06,2028-10-06,Chabnar,27804.51,Paid,2028-10-12,2028,2028Q3,36.0,0.0,27804.51
INV-10276,2028-09,2028-09-02,2028-11-01,Daptis,13269.48,Paid,2028-12-04,2028,2028Q3,93.0,0.0,13269.48
INV-10277,2028-10,2028-10-08,2028-11-07,Abrippo,16207.85,Outstanding,,2028,2028Q4,,16207.85,0.0
INV-10278,2028-10,2028-10-06,2028-12-05,Bopendous,17163.11,Paid,2028-11-27,2028,2028Q4,52.0,0.0,17163.11
INV-10279,2028-10,2028-10-06,2028-12-05,Chabnar,21105.34,Paid,2029-01-10,2028,2028Q4,96.0,0.0,21105.34
INV-10280,2028-10,2028-10-08,2028-11-22,Daptis,11607.82,Outstanding,,2028,2028Q4,,11607.82,0.0
INV-10281,2028-11,2028-11-01,2028-12-31,Abrippo,15427.53,Paid,2029-01-17,2028,2028Q4,77.0,0.0,15427.53
INV-10282,2028-11,2028-11-05,2028-12-05,Bopendous,18527.84,Outstanding,,2028,2028Q4,,18527.84,0.0
INV-10283,2028-11,2028-11-06,2029-01-05,Chabnar,18508.36,Paid,2029-01-28,2028,2028Q4,83.0,0.0,18508.36
INV-10284,2028-11,2028-11-07,2028-12-22,Daptis,9692.8,Paid,2029-01-19,2028,2028Q4,73.0,0.0,9692.8
INV-10285,2028-12,2028-12-02,2029-01-01,Abrippo,21127.81,Paid,2028-12-27,2028,2028Q4,25.0,0.0,21127.81
INV-10286,2028-12,2028-12-01,2028-12-31,Bopendous,15083.26,Paid,2029-02-08,2028,2028Q4,69.0,0.0,15083.26
INV-10287,2028-12,2028-12-08,2029-01-22,Chabnar,25294.57,Paid,2029-02-15,2028,2028Q4,69.0,0.0,25294.57
INV-10288,2028-12,2028-12-04,2029-01-03,Daptis,12525.5,Paid,2028-12-29,2028,2028Q4,25.0,0.0,12525.5
